offence_group,year,rate
violence,1981-12-01,53.284100914193054
violence,1983-12-01,51.467580167133
violence,1987-12-01,56.57678864279893
violence,1991-12-01,71.61203060559066
violence,1993-12-01,92.9547178259565
violence,1995-12-01,109.72554258105562
violence,1997-12-01,91.44925778648556
violence,1999-12-01,81.65968035018021
violence,2002-03-01,62.36176242980638
violence,2003-03-01,62.61754774629591
violence,2004-03-01,56.79141127299085
violence,2005-03-01,52.45720709170274
violence,2006-03-01,52.67956960030476
violence,2007-03-01,53.72757833694399
violence,2008-03-01,45.95467294029942
violence,2009-03-01,43.52814628315328
violence,2010-03-01,42.06812954918824
violence,2011-03-01,48.18591019724439
violence,2012-03-01,43.93844081294425
violence,2013-03-01,43.12573547728828
violence,2014-03-01,34.49964877981328
violence,2015-03-01,37.93470364111787
violence,2016-03-01,32.00674590643956
violence,2017-03-01,30.9855961592622
violence,2018-03-01,30.649353842613728
violence,2019-03-01,28.71141364483866
violence,2020-03-01,26.29158337846594
violence,2022-09-01,23.80535798569123
violence,2023-09-01,18.62942759294368
violence with injury,1981-12-01,31.649245873841625
violence with injury,1983-12-01,30.876565638262974
violence with injury,1987-12-01,39.74758499620532
violence with injury,1991-12-01,43.89959204909959
violence with injury,1993-12-01,59.394614547399286
violence with injury,1995-12-01,64.43889362012553
violence with injury,1997-12-01,57.73129345360423
violence with injury,1999-12-01,47.76579538697719
violence with injury,2002-03-01,36.85069464550272
violence with injury,2003-03-01,34.45621765151203
violence with injury,2004-03-01,30.56974518001208
violence with injury,2005-03-01,30.03709040351425
violence with injury,2006-03-01,28.529577532447167
violence with injury,2007-03-01,27.77554241303881
violence with injury,2008-03-01,23.79122960758743
violence with injury,2009-03-01,23.32681808933423
violence with injury,2010-03-01,22.20762169521757
violence with injury,2011-03-01,27.920101408352895
violence with injury,2012-03-01,22.96722531788222
violence with injury,2013-03-01,25.48537509332952
violence with injury,2014-03-01,14.66303659053074
violence with injury,2015-03-01,18.4168996938355
violence with injury,2016-03-01,13.74747840877514
violence with injury,2017-03-01,15.185932452424987
violence with injury,2018-03-01,14.309707102752093
violence with injury,2019-03-01,15.2552034036023
violence with injury,2020-03-01,12.53853552553568
violence with injury,2022-09-01,9.548460786405844
violence with injury,2023-09-01,8.45906727704371
serious injury,1981-12-01,14.047079762278193
serious injury,1983-12-01,11.5996003301466
serious injury,1987-12-01,15.31290041760289
serious injury,1991-12-01,19.521768489024176
serious injury,1993-12-01,21.56526179202326
serious injury,1995-12-01,26.4616474705652
serious injury,1997-12-01,22.944096991310815
serious injury,1999-12-01,17.62787891916166
serious injury,2002-03-01,17.32900502897768
serious injury,2003-03-01,17.68876388645582
serious injury,2004-03-01,15.66098031036526
serious injury,2005-03-01,14.70267177515993
serious injury,2006-03-01,14.01326753571306
serious injury,2007-03-01,14.37610826139998
serious injury,2008-03-01,12.025162550899
serious injury,2009-03-01,10.63750466264459
serious injury,2010-03-01,11.93448715514982
serious injury,2011-03-01,12.88023973754736
serious injury,2012-03-01,12.08349191067513
serious injury,2013-03-01,11.69286472018946
serious injury,2014-03-01,7.099400608978602
serious injury,2015-03-01,9.433071052979587
serious injury,2016-03-01,7.209916231802634
serious injury,2017-03-01,8.200029686045843
serious injury,2018-03-01,5.209454239994406
serious injury,2019-03-01,7.090727082525418
serious injury,2020-03-01,7.2297696724530605
serious injury,2022-09-01,4.623772123560501
serious injury,2023-09-01,3.813778028031618
minor injury,1981-12-01,17.60216611156346
minor injury,1983-12-01,20.59101452887008
minor injury,1987-12-01,24.43468457860252
minor injury,1991-12-01,24.377823560075072
minor injury,1993-12-01,37.829352755376085
minor injury,1995-12-01,37.97724614956039
minor injury,1997-12-01,34.78719646229342
minor injury,1999-12-01,30.13791646781553
minor injury,2002-03-01,19.52168961652499
minor injury,2003-03-01,16.76745376505623
minor injury,2004-03-01,14.90876486964684
minor injury,2005-03-01,15.33441862835431
minor injury,2006-03-01,14.51630999673412
minor injury,2007-03-01,13.58494087229678
minor injury,2008-03-01,11.76606705668842
minor injury,2009-03-01,12.689313426689647
minor injury,2010-03-01,10.273134540067772
minor injury,2011-03-01,15.03986167080558
minor injury,2012-03-01,10.88373340720708
minor injury,2013-03-01,13.79251037314007
minor injury,2014-03-01,7.563635981552136
minor injury,2015-03-01,8.98382864085591
minor injury,2016-03-01,6.537562176972501
minor injury,2017-03-01,6.985902766379133
minor injury,2018-03-01,9.100252862757683
minor injury,2019-03-01,8.164476321076883
minor injury,2020-03-01,5.308765853082608
minor injury,2022-09-01,4.9246886628453375
minor injury,2023-09-01,4.64528924901209
no injury,1981-12-01,21.63485504035137
no injury,1983-12-01,20.59101452887008
no injury,1987-12-01,16.829203646593545
no injury,1991-12-01,27.712438556491183
no injury,1993-12-01,33.56010327855692
no injury,1995-12-01,45.28664896092965
no injury,1997-12-01,33.71796433288098
no injury,1999-12-01,33.89388496320307
no injury,2002-03-01,25.51106778430379
no injury,2003-03-01,28.16133009478376
no injury,2004-03-01,26.22166609297876
no injury,2005-03-01,22.42011668818851
no injury,2006-03-01,24.14999206785753
no injury,2007-03-01,25.952035923905136
no injury,2008-03-01,22.163443332712
no injury,2009-03-01,20.20132819381903
no injury,2010-03-01,19.860507853970535
no injury,2011-03-01,20.26580878889152
no injury,2012-03-01,20.971215495062
no injury,2013-03-01,17.64036038395875
no injury,2014-03-01,19.83661218928254
no injury,2015-03-01,19.51780394728238
no injury,2016-03-01,18.25926749766446
no injury,2017-03-01,15.79966370683722
no injury,2018-03-01,16.33964673986167
no injury,2019-03-01,13.45621024123636
no injury,2020-03-01,13.75304785293028
no injury,2022-09-01,14.256897199285406
no injury,2023-09-01,10.17036031589998
personal robbery,1981-12-01,4.232886959985304
personal robbery,1983-12-01,3.71381726794886
personal robbery,1987-12-01,4.448394545438624
personal robbery,1991-12-01,4.815848184982178
personal robbery,1993-12-01,6.278209025873345
personal robbery,1995-12-01,7.9087151309558
personal robbery,1997-12-01,8.245106285144516
personal robbery,1999-12-01,9.533572296047891
personal robbery,2002-03-01,8.301310061641338
personal robbery,2003-03-01,7.050314751990278
personal robbery,2004-03-01,6.48273476180647
personal robbery,2005-03-01,5.873573403542224
personal robbery,2006-03-01,7.148420542976105
personal robbery,2007-03-01,7.465585456176834
personal robbery,2008-03-01,7.080245442311496
personal robbery,2009-03-01,6.084344346636144
personal robbery,2010-03-01,7.298469956895217
personal robbery,2011-03-01,5.420111036635625
personal robbery,2012-03-01,5.468945285980319
personal robbery,2013-03-01,4.443003685847928
personal robbery,2014-03-01,3.6624586603858207
personal robbery,2015-03-01,1.9403118644116577
personal robbery,2016-03-01,3.3359505250613735
personal robbery,2017-03-01,2.792942334727607
personal robbery,2018-03-01,3.442903031468922
personal robbery,2019-03-01,4.103080975498316
personal robbery,2020-03-01,2.6885654062604334
personal robbery,2022-09-01,2.8961933315530284
personal robbery,2023-09-01,1.730385708553323
theft from the person,1981-12-01,11.202112950931552
theft from the person,1983-12-01,12.899476507460603
theft from the person,1987-12-01,8.223755964375309
theft from the person,1991-12-01,11.128006401929197
theft from the person,1993-12-01,15.068828380402715
theft from the person,1995-12-01,16.70741419292968
theft from the person,1997-12-01,14.97282702658757
theft from the person,1999-12-01,14.34084041671046
theft from the person,2002-03-01,14.38454394449939
theft from the person,2003-03-01,16.25838823965851
theft from the person,2004-03-01,14.65817101402919
theft from the person,2005-03-01,13.620527338254172
theft from the person,2006-03-01,13.332353188990172
theft from the person,2007-03-01,13.12170380818969
theft from the person,2008-03-01,13.08402175083835
theft from the person,2009-03-01,16.30579073204756
theft from the person,2010-03-01,11.837884642310287
theft from the person,2011-03-01,12.27607465376238
theft from the person,2012-03-01,13.57898885326996
theft from the person,2013-03-01,12.101010729936172
theft from the person,2014-03-01,12.52262576471928
theft from the person,2015-03-01,9.849572965711292
theft from the person,2016-03-01,7.909982263994952
theft from the person,2017-03-01,8.01649573075603
theft from the person,2018-03-01,9.138366483731069
theft from the person,2019-03-01,9.543160835951108
theft from the person,2020-03-01,7.796660549076034
theft from the person,2022-09-01,5.264361588087639
theft from the person,2023-09-01,6.526875379002949
snatch theft from person,1981-12-01,2.2183379639765364
snatch theft from person,1983-12-01,1.597532596972974
snatch theft from person,1987-12-01,1.2500423049405345
snatch theft from person,1991-12-01,2.0876387450563536
snatch theft from person,1993-12-01,2.0826154178929817
snatch theft from person,1995-12-01,1.7768573170439872
snatch theft from person,1997-12-01,1.985060651289184
snatch theft from person,1999-12-01,1.348225397157795
snatch theft from person,2002-03-01,1.641626187180958
snatch theft from person,2003-03-01,2.104540287131873
snatch theft from person,2004-03-01,2.701604747106205
snatch theft from person,2005-03-01,2.153445659147171
snatch theft from person,2006-03-01,1.622520961044809
snatch theft from person,2007-03-01,1.6486953927720187
snatch theft from person,2008-03-01,1.7626480174717347
snatch theft from person,2009-03-01,2.236463954694915
snatch theft from person,2010-03-01,1.437251725665418
snatch theft from person,2011-03-01,1.548123285725048
snatch theft from person,2012-03-01,1.8007992076049233
snatch theft from person,2013-03-01,1.46725790797763
snatch theft from person,2014-03-01,1.219114886284397
snatch theft from person,2015-03-01,1.216159806324402
snatch theft from person,2016-03-01,0.943325361394151
snatch theft from person,2017-03-01,0.8764309333164592
snatch theft from person,2018-03-01,1.2897981640759353
snatch theft from person,2019-03-01,1.230728767894815
snatch theft from person,2020-03-01,0.7105447472626872
snatch theft from person,2022-09-01,0.6457483446899868
snatch theft from person,2023-09-01,0.8220477396965019
stealth theft from person,1981-12-01,6.666684631075942
stealth theft from person,1983-12-01,8.045184960083434
stealth theft from person,1987-12-01,4.206300725757403
stealth theft from person,1991-12-01,6.522199268140692
stealth theft from person,1993-12-01,8.505601557263418
stealth theft from person,1995-12-01,8.978969730806442
stealth theft from person,1997-12-01,8.730711280729015
stealth theft from person,1999-12-01,7.794902372945965
stealth theft from person,2002-03-01,8.157068197050005
stealth theft from person,2003-03-01,9.05743477566192
stealth theft from person,2004-03-01,8.320282623782782
stealth theft from person,2005-03-01,6.814454339783186
stealth theft from person,2006-03-01,7.627485076781703
stealth theft from person,2007-03-01,7.46048913780551
stealth theft from person,2008-03-01,7.552767967113157
stealth theft from person,2009-03-01,9.747661035742205
stealth theft from person,2010-03-01,6.900939363473976
stealth theft from person,2011-03-01,6.737922360199562
stealth theft from person,2012-03-01,7.1543175394289245
stealth theft from person,2013-03-01,7.144968869706669
stealth theft from person,2014-03-01,6.9141452547797
stealth theft from person,2015-03-01,4.473680217124274
stealth theft from person,2016-03-01,4.28457998375697
stealth theft from person,2017-03-01,4.194355794850784
stealth theft from person,2018-03-01,3.7638794371740714
stealth theft from person,2019-03-01,4.472149440749899
stealth theft from person,2020-03-01,4.049980284914286
stealth theft from person,2022-09-01,2.177320631645891
stealth theft from person,2023-09-01,2.646118145939427
attempted snatch or stealth theft from person,1981-12-01,2.317090355879056
attempted snatch or stealth theft from person,1983-12-01,3.2567589504041794
attempted snatch or stealth theft from person,1987-12-01,2.7674129336773667
attempted snatch or stealth theft from person,1991-12-01,2.518168388732211
attempted snatch or stealth theft from person,1993-12-01,4.480611405246254
attempted snatch or stealth theft from person,1995-12-01,5.95158714507926
attempted snatch or stealth theft from person,1997-12-01,4.257055094569399
attempted snatch or stealth theft from person,1999-12-01,5.197712646606702
attempted snatch or stealth theft from person,2002-03-01,4.585849560268437
attempted snatch or stealth theft from person,2003-03-01,5.096413176864724
attempted snatch or stealth theft from person,2004-03-01,3.636283643140209
attempted snatch or stealth theft from person,2005-03-01,4.652627339323812
attempted snatch or stealth theft from person,2006-03-01,4.08234715116366
attempted snatch or stealth theft from person,2007-03-01,4.0125192776121485
attempted snatch or stealth theft from person,2008-03-01,3.7686057662534633
attempted snatch or stealth theft from person,2009-03-01,4.321665741610433
attempted snatch or stealth theft from person,2010-03-01,3.499693553170901
attempted snatch or stealth theft from person,2011-03-01,3.990029007837777
attempted snatch or stealth theft from person,2012-03-01,4.623872106236109
attempted snatch or stealth theft from person,2013-03-01,3.4887839522518607
attempted snatch or stealth theft from person,2014-03-01,4.389365623655184
attempted snatch or stealth theft from person,2015-03-01,4.159732942262619
attempted snatch or stealth theft from person,2016-03-01,2.682076918843827
attempted snatch or stealth theft from person,2017-03-01,2.945709002588795
attempted snatch or stealth theft from person,2018-03-01,4.08468888248105
attempted snatch or stealth theft from person,2019-03-01,3.840282627306399
attempted snatch or stealth theft from person,2020-03-01,3.036135516899062
attempted snatch or stealth theft from person,2022-09-01,2.4412926117517624
attempted snatch or stealth theft from person,2023-09-01,3.058709493367018
other theft of personal property,1981-12-01,40.96698355217006
other theft of personal property,1983-12-01,44.19171583354132
other theft of personal property,1987-12-01,44.9036814112303
other theft of personal property,1991-12-01,42.897098504044926
other theft of personal property,1993-12-01,47.70395361743973
other theft of personal property,1995-12-01,50.95656445722621
other theft of personal property,1997-12-01,47.406667216904566
other theft of personal property,1999-12-01,37.87445476711536
other theft of personal property,2002-03-01,33.49919982374158
other theft of personal property,2003-03-01,31.64997161907857
other theft of personal property,2004-03-01,30.77903078855228
other theft of personal property,2005-03-01,26.93033528484213
other theft of personal property,2006-03-01,27.54813161698219
other theft of personal property,2007-03-01,26.32198590111825
other theft of personal property,2008-03-01,22.328514736756535
other theft of personal property,2009-03-01,24.4267405706714
other theft of personal property,2010-03-01,23.1828749719412
other theft of personal property,2011-03-01,22.05326671500151
other theft of personal property,2012-03-01,24.04820714493652
other theft of personal property,2013-03-01,21.42751061703931
other theft of personal property,2014-03-01,20.979001399088816
other theft of personal property,2015-03-01,16.14794132286302
other theft of personal property,2016-03-01,16.66327688514612
other theft of personal property,2017-03-01,13.83799110759854
other theft of personal property,2018-03-01,14.069252269445688
other theft of personal property,2019-03-01,15.786098503254753
other theft of personal property,2020-03-01,12.98548609088067
other theft of personal property,2022-09-01,8.641534778720777
other theft of personal property,2023-09-01,9.859020841436177
domestic burglary,1981-12-01,53.03507539458318
domestic burglary,1983-12-01,60.63169270347696
domestic burglary,1987-12-01,75.22927792052931
domestic burglary,1991-12-01,84.94349632882377
domestic burglary,1993-12-01,118.38338537243476
domestic burglary,1995-12-01,112.67442334938345
domestic burglary,1997-12-01,100.2355180341755
domestic burglary,1999-12-01,86.70580668771984
domestic burglary,2002-03-01,65.60828315359555
domestic burglary,2003-03-01,62.06563759200854
domestic burglary,2004-03-01,59.4643103019263
domestic burglary,2005-03-01,47.69884344405772
domestic burglary,2006-03-01,45.81705615378159
domestic burglary,2007-03-01,44.61381710394142
domestic burglary,2008-03-01,42.28605889214399
domestic burglary,2009-03-01,43.36039859398244
domestic burglary,2010-03-01,39.78735238929806
domestic burglary,2011-03-01,44.47116691511076
domestic burglary,2012-03-01,39.39408820576084
domestic burglary,2013-03-01,37.57143052560863
domestic burglary,2014-03-01,32.85533859427325
domestic burglary,2015-03-01,32.68253564354092
domestic burglary,2016-03-01,28.786542641764488
domestic burglary,2017-03-01,26.51426659957684
domestic burglary,2018-03-01,27.91596525317129
domestic burglary,2019-03-01,28.489242925229448
domestic burglary,2020-03-01,23.54594208682242
domestic burglary,2022-09-01,16.214505125421816
domestic burglary,2023-09-01,15.81794427839707
with entry,1981-12-01,37.757633704458094
with entry,1983-12-01,38.85548293754945
with entry,1987-12-01,44.76756789008882
with entry,1991-12-01,57.51211942260932
with entry,1993-12-01,77.55372725572742
with entry,1995-12-01,72.67471747439747
with entry,1997-12-01,60.48689158465397
with entry,1999-12-01,57.90172528971418
with entry,2002-03-01,42.59077872101822
with entry,2003-03-01,40.891570011635274
with entry,2004-03-01,37.64764562584002
with entry,2005-03-01,32.39799421232123
with entry,2006-03-01,30.52949484094749
with entry,2007-03-01,28.99039817346378
with entry,2008-03-01,27.32815659643352
with entry,2009-03-01,28.6832213746545
with entry,2010-03-01,25.80086541356167
with entry,2011-03-01,28.97154908338862
with entry,2012-03-01,25.34790129341184
with entry,2013-03-01,23.43198758051042
with entry,2014-03-01,21.18185783378123
with entry,2015-03-01,20.218032981414495
with entry,2016-03-01,17.55396770079408
with entry,2017-03-01,17.46656700380634
with entry,2018-03-01,17.45402125835727
with entry,2019-03-01,17.97664016541923
with entry,2020-03-01,14.26759379231855
with entry,2022-09-01,8.558614156646442
with entry,2023-09-01,8.6832086687230845
with loss,1981-12-01,31.761191661104824
with loss,1983-12-01,33.48683231835002
with loss,1987-12-01,36.79257914487882
with loss,1991-12-01,48.43100823509885
with loss,1993-12-01,65.37009446837574
with loss,1995-12-01,56.696956441718335
with loss,1997-12-01,48.95835652916883
with loss,1999-12-01,45.141234429453085
with loss,2002-03-01,31.02862287828688
with loss,2003-03-01,30.35208862371888
with loss,2004-03-01,29.489193381283208
with loss,2005-03-01,23.73372338888847
with loss,2006-03-01,22.341324927392
with loss,2007-03-01,21.82064772638557
with loss,2008-03-01,20.58759821665257
with loss,2009-03-01,21.12556701024459
with loss,2010-03-01,19.05452875573054
with loss,2011-03-01,20.31873463109929
with loss,2012-03-01,18.29682182107027
with loss,2013-03-01,17.42457781630732
with loss,2014-03-01,14.0416644388247
with loss,2015-03-01,14.4412579571839
with loss,2016-03-01,12.25750965470311
with loss,2017-03-01,11.22442653140299
with loss,2018-03-01,11.96375583119673
with loss,2019-03-01,12.2543307819025
with loss,2020-03-01,9.709931920628643
with loss,2022-09-01,4.642295406240967
with loss,2023-09-01,5.326961215514867
no loss,1981-12-01,5.996442043353186
no loss,1983-12-01,5.368650619199514
no loss,1987-12-01,7.97498874521009
no loss,1991-12-01,9.081111187510515
no loss,1993-12-01,12.183632787352163
no loss,1995-12-01,15.977761032678751
no loss,1997-12-01,11.52853505548533
no loss,1999-12-01,12.7604908602611
no loss,2002-03-01,11.56215584273136
no loss,2003-03-01,10.53948138791638
no loss,2004-03-01,8.158452244556829
no loss,2005-03-01,8.66427082343281
no loss,2006-03-01,8.188169913555521
no loss,2007-03-01,7.16975044707821
no loss,2008-03-01,6.740558379780985
no loss,2009-03-01,7.557654364409872
no loss,2010-03-01,6.746336657831126
no loss,2011-03-01,8.652814452289299
no loss,2012-03-01,7.051079472341565
no loss,2013-03-01,6.007409764203076
no loss,2014-03-01,7.140193394956535
no loss,2015-03-01,5.776775024230605
no loss,2016-03-01,5.296458046091006
no loss,2017-03-01,6.242140472403348
no loss,2018-03-01,5.49026542716053
no loss,2019-03-01,5.722309383516723
no loss,2020-03-01,4.5576618716899056
no loss,2022-09-01,3.916318750405476
no loss,2023-09-01,3.356247453208219
attempts,1981-12-01,15.277441690125148
attempts,1983-12-01,21.776209765927582
attempts,1987-12-01,30.46171003044064
attempts,1991-12-01,27.431376906214453
attempts,1993-12-01,40.829658116706575
attempts,1995-12-01,39.999705874986574
attempts,1997-12-01,39.74862644952135
attempts,1999-12-01,28.80408139800556
attempts,2002-03-01,23.017504432577248
attempts,2003-03-01,21.17406758037333
attempts,2004-03-01,21.81666467608632
attempts,2005-03-01,15.3008492317365
attempts,2006-03-01,15.28756131283408
attempts,2007-03-01,15.623418930477587
attempts,2008-03-01,14.95790229571058
attempts,2009-03-01,14.67717721932794
attempts,2010-03-01,13.9864869757364
attempts,2011-03-01,15.49961783172206
attempts,2012-03-01,14.04618691234896
attempts,2013-03-01,14.13944294509816
attempts,2014-03-01,11.673480760491993
attempts,2015-03-01,12.46450266212641
attempts,2016-03-01,11.232574940970387
attempts,2017-03-01,9.0476995957705
attempts,2018-03-01,10.46194399481406
attempts,2019-03-01,10.51260275981024
attempts,2020-03-01,9.27834829450389
attempts,2022-09-01,7.655890968775362
attempts,2023-09-01,7.134735609673981
domestic burglary in a dwelling,1981-12-01,40.89809935080845
domestic burglary in a dwelling,1983-12-01,49.213828400626895
domestic burglary in a dwelling,1987-12-01,63.08125359719849
domestic burglary in a dwelling,1991-12-01,67.63746479886142
domestic burglary in a dwelling,1993-12-01,85.28880318444334
domestic burglary in a dwelling,1995-12-01,82.19974956014708
domestic burglary in a dwelling,1997-12-01,73.52096278727488
domestic burglary in a dwelling,1999-12-01,57.636697955248394
domestic burglary in a dwelling,2002-03-01,44.16219858138614
domestic burglary in a dwelling,2003-03-01,43.75708870830248
domestic burglary in a dwelling,2004-03-01,42.58525162927481
domestic burglary in a dwelling,2005-03-01,33.73188207744568
domestic burglary in a dwelling,2006-03-01,32.184161358011544
domestic burglary in a dwelling,2007-03-01,31.4542973253358
domestic burglary in a dwelling,2008-03-01,31.34684658154271
domestic burglary in a dwelling,2009-03-01,31.33889287640415
domestic burglary in a dwelling,2010-03-01,28.178560488210767
domestic burglary in a dwelling,2011-03-01,31.696030371287847
domestic burglary in a dwelling,2012-03-01,29.52692502431233
domestic burglary in a dwelling,2013-03-01,27.11039480118549
domestic burglary in a dwelling,2014-03-01,23.97154824284269
domestic burglary in a dwelling,2015-03-01,23.30187717078078
domestic burglary in a dwelling,2016-03-01,20.30042588800957
domestic burglary in a dwelling,2017-03-01,18.91756405192826
domestic burglary in a dwelling,2018-03-01,20.45447008236919
domestic burglary in a dwelling,2019-03-01,21.06602412633341
domestic burglary in a dwelling,2020-03-01,18.21475052528608
domestic burglary in a dwelling,2022-09-01,12.349346968547229
domestic burglary in a dwelling,2023-09-01,11.7022646677099
with entry,1981-12-01,25.849726921672602
with entry,1983-12-01,28.587330287560643
with entry,1987-12-01,34.290941734462216
with entry,1991-12-01,42.68087562107959
with entry,1993-12-01,49.44586810342479
with entry,1995-12-01,46.8164691465792
with entry,1997-12-01,38.84606873805204
with entry,1999-12-01,34.20916241722693
with entry,2002-03-01,24.8459369383742
with entry,2003-03-01,25.14751337452192
with entry,2004-03-01,24.04027553582336
with entry,2005-03-01,20.86160269920948
with entry,2006-03-01,19.30289334485321
with entry,2007-03-01,18.41091905444629
with entry,2008-03-01,18.73279078486588
with entry,2009-03-01,19.041755284052527
with entry,2010-03-01,16.73189497925976
with entry,2011-03-01,19.16191874528819
with entry,2012-03-01,17.61144162305312
with entry,2013-03-01,15.632420886532287
with entry,2014-03-01,14.306794938448553
with entry,2015-03-01,13.10884393841132
with entry,2016-03-01,10.86350517726756
with entry,2017-03-01,11.27778703144208
with entry,2018-03-01,11.903884688001748
with entry,2019-03-01,12.13643321208348
with entry,2020-03-01,9.774995976646212
with entry,2022-09-01,5.9660104154278715
with entry,2023-09-01,5.74117346490408
with loss,1981-12-01,20.353912046753194
with loss,1983-12-01,24.370557023930417
with loss,1987-12-01,26.714761685911288
with loss,1991-12-01,35.22968259881949
with loss,1993-12-01,39.86395378063321
with loss,1995-12-01,36.71638393737327
with loss,1997-12-01,29.77450585164904
with loss,1999-12-01,24.41919929398428
with loss,2002-03-01,17.76716851709803
with loss,2003-03-01,18.34253984130066
with loss,2004-03-01,18.68823876343409
with loss,2005-03-01,14.5812454589152
with loss,2006-03-01,13.74909005860262
with loss,2007-03-01,13.43167325107122
with loss,2008-03-01,13.74228191990268
with loss,2009-03-01,13.3240865460483
with loss,2010-03-01,11.6966977250975
with loss,2011-03-01,12.67153059277428
with loss,2012-03-01,12.13324528581925
with loss,2013-03-01,10.960518725395508
with loss,2014-03-01,9.031566285372095
with loss,2015-03-01,8.66451926720104
with loss,2016-03-01,6.891755528836844
with loss,2017-03-01,6.707557866612038
with loss,2018-03-01,7.5975778025899325
with loss,2019-03-01,7.808504854061151
with loss,2020-03-01,6.327486932273765
with loss,2022-09-01,3.0589265403350785
with loss,2023-09-01,3.2066305813040135
no loss,1981-12-01,5.495814874919418
no loss,1983-12-01,4.2167732636302
no loss,1987-12-01,7.576180048550945
no loss,1991-12-01,7.451193022260487
no loss,1993-12-01,9.581914322791407
no loss,1995-12-01,10.100085209205568
no loss,1997-12-01,9.07156288640283
no loss,1999-12-01,9.789963123242645
no loss,2002-03-01,7.078768421276163
no loss,2003-03-01,6.804973533221262
no loss,2004-03-01,5.352036772389281
no loss,2005-03-01,6.2803572402943
no loss,2006-03-01,5.553803286250606
no loss,2007-03-01,4.979245803375068
no loss,2008-03-01,4.990508864963189
no loss,2009-03-01,5.7176687380042095
no loss,2010-03-01,5.035197254162273
no loss,2011-03-01,6.490388152513908
no loss,2012-03-01,5.478196337233865
no loss,2013-03-01,4.671902161136779
no loss,2014-03-01,5.275228653076445
no loss,2015-03-01,4.444324671210282
no loss,2016-03-01,3.971749648430714
no loss,2017-03-01,4.570229164830049
no loss,2018-03-01,4.3063068854118125
no loss,2019-03-01,4.327928358022326
no loss,2020-03-01,3.4475090443724494
no loss,2022-09-01,2.907083875092796
no loss,2023-09-01,2.534542883600067
attempts,1981-12-01,15.04837242913576
attempts,1983-12-01,20.62649811306629
attempts,1987-12-01,28.790311862736026
attempts,1991-12-01,24.95658917778184
attempts,1993-12-01,35.84293508101864
attempts,1995-12-01,35.38328041356804
attempts,1997-12-01,34.67489404922356
attempts,1999-12-01,23.42753553802144
attempts,2002-03-01,19.31626164301194
attempts,2003-03-01,18.609575333780608
attempts,2004-03-01,18.544976093451368
attempts,2005-03-01,12.870279378236193
attempts,2006-03-01,12.881268013158293
attempts,2007-03-01,13.043378270889487
attempts,2008-03-01,12.6140557966769
attempts,2009-03-01,12.29713759235154
attempts,2010-03-01,11.44666550895098
attempts,2011-03-01,12.5341116259996
attempts,2012-03-01,11.91548340125922
attempts,2013-03-01,11.47797391465321
attempts,2014-03-01,9.664753304394168
attempts,2015-03-01,10.193033232369467
attempts,2016-03-01,9.436920710742047
attempts,2017-03-01,7.639777020486189
attempts,2018-03-01,8.550585394367452
attempts,2019-03-01,8.929590914249946
attempts,2020-03-01,8.439754548639868
attempts,2022-09-01,6.3833365531193476
attempts,2023-09-01,5.961091202805825
domestic burglary in a non-connected building to a dwelling,1981-12-01,12.136976043774792
domestic burglary in a non-connected building to a dwelling,1983-12-01,11.41786430285016
domestic burglary in a non-connected building to a dwelling,1987-12-01,12.1480243233312
domestic burglary in a non-connected building to a dwelling,1991-12-01,17.306031529962315
domestic burglary in a non-connected building to a dwelling,1993-12-01,33.09458218799083
domestic burglary in a non-connected building to a dwelling,1995-12-01,30.474673789236583
domestic burglary in a non-connected building to a dwelling,1997-12-01,26.71455524690031
domestic burglary in a non-connected building to a dwelling,1999-12-01,29.069108732471335
domestic burglary in a non-connected building to a dwelling,2002-03-01,21.446084572209376
domestic burglary in a non-connected building to a dwelling,2003-03-01,18.308548883706056
domestic burglary in a non-connected building to a dwelling,2004-03-01,16.87905867265163
domestic burglary in a non-connected building to a dwelling,2005-03-01,13.96696136661209
domestic burglary in a non-connected building to a dwelling,2006-03-01,13.63289479577008
domestic burglary in a non-connected building to a dwelling,2007-03-01,13.1595197786056
domestic burglary in a non-connected building to a dwelling,2008-03-01,10.93921231060136
domestic burglary in a non-connected building to a dwelling,2009-03-01,12.0215057175783
domestic burglary in a non-connected building to a dwelling,2010-03-01,11.6087919010873
domestic burglary in a non-connected building to a dwelling,2011-03-01,12.77513654382284
domestic burglary in a non-connected building to a dwelling,2012-03-01,9.867163181448445
domestic burglary in a non-connected building to a dwelling,2013-03-01,10.46103572442306
domestic burglary in a non-connected building to a dwelling,2014-03-01,8.883790351430514
domestic burglary in a non-connected building to a dwelling,2015-03-01,9.380658472760114
domestic burglary in a non-connected building to a dwelling,2016-03-01,8.486116753754898
domestic burglary in a non-connected building to a dwelling,2017-03-01,7.596702547648554
domestic burglary in a non-connected building to a dwelling,2018-03-01,7.461495170802115
domestic burglary in a non-connected building to a dwelling,2019-03-01,7.4232187988960305
domestic burglary in a non-connected building to a dwelling,2020-03-01,5.3311915615363565
domestic burglary in a non-connected building to a dwelling,2022-09-01,3.8651581568745823
domestic burglary in a non-connected building to a dwelling,2023-09-01,4.115679610687163
with entry,1981-12-01,11.90790678278537
with entry,1983-12-01,10.268152649988858
with entry,1987-12-01,10.476626155626583
with entry,1991-12-01,14.831243801529656
with entry,1993-12-01,28.10785915230293
with entry,1995-12-01,25.858248327818
with entry,1997-12-01,21.64082284660243
