code,name,year,score
E23000030,Hampshire,2006,10.216747644657769
E23000030,Hampshire,2007,10.273975547865515
E23000030,Hampshire,2008,9.603604462115248
E23000030,Hampshire,2009,9.047920558035528
E23000030,Hampshire,2010,8.401124934526914
E23000030,Hampshire,2011,7.956671387875437
E23000030,Hampshire,2012,7.453933677380308
E23000030,Hampshire,2013,6.51267058463751
E23000030,Hampshire,2014,6.540981674552015
E23000030,Hampshire,2015,8.440152529626944
E23000030,Hampshire,2016,9.775998825667063
E23000030,Hampshire,2017,11.113449914764784
E23000030,Hampshire,2018,13.434209321134217
E23000030,Hampshire,2019,13.964202919812472
E23000030,Hampshire,2020,13.866358994467651
E23000030,Hampshire,2021,12.504168268726009
E23000030,Hampshire,2022,14.775817290682456
E23000030,Hampshire,2023,15.044257594898522
E23000032,Kent,2003,10.255118827327248
E23000032,Kent,2004,10.473128628985462
E23000032,Kent,2005,10.38796877216293
E23000032,Kent,2006,11.319557291255418
E23000032,Kent,2007,11.109596154983846
E23000032,Kent,2008,9.488549333754248
E23000032,Kent,2009,8.278492924797664
E23000032,Kent,2010,7.415928555604367
E23000032,Kent,2011,6.996962890855193
E23000032,Kent,2012,7.122382438533745
E23000032,Kent,2013,7.698394125065035
E23000032,Kent,2014,9.269504758984526
E23000032,Kent,2015,9.500222407074896
E23000032,Kent,2016,10.250553901669916
E23000032,Kent,2017,11.862297116160134
E23000032,Kent,2018,16.317265661996274
E23000032,Kent,2019,17.912611911153935
E23000032,Kent,2020,16.945584866742156
E23000032,Kent,2021,15.167459636376831
E23000032,Kent,2022,16.57786050882128
E23000032,Kent,2023,16.77599270597435
E23000031,Surrey,2003,7.945361326117303
E23000031,Surrey,2004,8.004960365148898
E23000031,Surrey,2005,7.46810221366605
E23000031,Surrey,2006,7.351287472995578
E23000031,Surrey,2007,6.964694739072576
E23000031,Surrey,2008,6.699756695145305
E23000031,Surrey,2009,6.06438256868795
E23000031,Surrey,2010,6.235566049356213
E23000031,Surrey,2011,6.344176887504576
E23000031,Surrey,2012,5.6655976196658315
E23000031,Surrey,2013,5.1904129958816405
E23000031,Surrey,2014,5.326604153209342
E23000031,Surrey,2015,5.991240776772165
E23000031,Surrey,2016,6.919572565312658
E23000031,Surrey,2017,7.741273144832833
E23000031,Surrey,2018,9.758642559258488
E23000031,Surrey,2019,10.400994298402605
E23000031,Surrey,2020,9.95916823583448
E23000031,Surrey,2021,8.822599826366583
E23000031,Surrey,2022,9.543340155874935
E23000031,Surrey,2023,9.8693852906874
E23000033,Sussex,2003,10.455445697718346
E23000033,Sussex,2004,11.150053996093996
E23000033,Sussex,2005,11.342708604251493
E23000033,Sussex,2006,10.1318810884816
E23000033,Sussex,2007,9.257985174386006
E23000033,Sussex,2008,7.928961695997882
E23000033,Sussex,2009,7.277377603346971
E23000033,Sussex,2010,7.321316109078292
E23000033,Sussex,2011,6.811064372884919
E23000033,Sussex,2012,6.416548150232833
E23000033,Sussex,2013,6.871135800441408
E23000033,Sussex,2014,6.499087468976635
E23000033,Sussex,2015,7.919907707781688
E23000033,Sussex,2016,8.416467763392008
E23000033,Sussex,2017,9.413441968369058
E23000033,Sussex,2018,11.179166900905052
E23000033,Sussex,2019,11.743121131900622
E23000033,Sussex,2020,12.836411562575313
E23000033,Sussex,2021,10.77959555349811
E23000033,Sussex,2022,11.661037751166166
E23000033,Sussex,2023,12.02001257476883
E23000029,Thames Valley,2003,11.656620084737577
E23000029,Thames Valley,2004,12.1159840358711
E23000029,Thames Valley,2005,11.215125063609433
E23000029,Thames Valley,2006,11.076118125884303
E23000029,Thames Valley,2007,11.114080477515204
E23000029,Thames Valley,2008,10.218537888208855
